Gene_name,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Venus,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth,Earth
Gene123,517917.5804,47825.32686,71387.54429,524592.1681,535947.8516,13673.32294,1330.663684,19869.76271,802677.1273,14550.40604,2269.083831,16167.54642,18130.56778,38450.20427,17793.26409,39489.59824,3954.922003,88188.43508,17053.19433,14686.60045,52282.26757,85132.17352,270803.3913,67761.42348,38432.69016,20698.93516,41946.66865,554714.4606,6469.863904,34366.37623,252066.5764,12404.18196,67604.39244,307466.4521,49979.16888,89209.02384,405232.8503,33785.05129,99557.18839,16618.04709,76095.39878,5074.323041,330209.6988,924523.0328,352221.7957,28058.33882,2886.01946,164748.9992,520245.4307,41742.36912,101036.6787,26406.64809,115695.1903,399141.1745,47461.78549,44074.65092,28747.36745,11749.74062,89101.72744,44499.77991,14009.79842,21177.95752,4153.334766,157078.3856,3199.52698,35907.45023,97423.65795,23836.30715,7573.868067,23170.3668,1572616.018,25125.19296,27069.4083,246750.7505,25871.18644,13489.60962,677634.9724,12666.30119,15103.94096,8542.217317,2117420.716,13531432.12,6726492.346,2677390.632,18628064.11,4681195.454,12646194.74,4992820.8,666898.8248,677333.7221,1927301.578,1332663.197,3823668.385,22195288.37,6458999.908,15927967.43,4188920.17,14401919.73,6391485.501,1344536.092,24210571.89,1004563.81,234309.0079,3417779.694,1263275.806,948852.17,12226924.58,230434.6692,3882990.144,7392439.407,5352544.701,29820210.54,506698.6004,38346555.92,14023454.54,1843333.581,2075500.406,19784451.71,2061266.502,446221.828,806354.928,4374682.941,1528055.853,2109934.563,2035950.338,24359.93826,4952323.266,2022540.172,3155367.915,6531788.033,4161382.576,9507210.437,6228927.389,452111.1967,1326517.431,9713301.367,1565393.055,16200821.94,3480731.181,739626.482,28734080.34,8025777.464,21290925.71,8528913.816,561605.0834,8099168.767,15400393.16,857291.0651,4983259.013,4139982.21,2576405.476,21927316.59,5005146.58,389875.0633,2469611.695,190296.7041,10155618.98,799309.6275,716907.712,4724003.918,81749383.76,269310.804,7104107.774,6684051.344,871111.0127,449244.4138,2360090.718,530416.8164,530649.7253,124325.4656,27493001.75,2482605.982,2409084.134,13444969.7,5639109.781,58375176.28,1063371.275,424461.8524,603177.3337,8767124.911,635087.7053,1232778.583,4460710.288,6390290.611,40954450.64,114526121.3,1414252.326,389983.1714,24928185.57,460257.3292,13088669.91,6373301.497
Gene124,10151700.12,239742049.3,272607224.9,71263138.46,11074167.49,183897074.7,552559.0328,7532277.769,90457903.66,108208697.2,11115325.43,11253310.32,3523877.433,8263518.597,54656938.63,7061668.036,114535201.8,42296209.23,240213022.2,17822289.44,113739447.4,18706031.01,4302901.663,132510719,632376272.6,3622720.858,64242593.15,50688811.71,30267430.27,11976425.99,3542366.941,562626.1014,141156789.3,180189329.5,66050445.54,17333781.85,4430420.862,140800662.5,3342562.537,912323.856,1818289.049,40580731.19,16818050.25,40619341.72,1998107.109,6384976.246,38905835.84,1699787.083,13495854.75,34490012.59,6454960.616,13734315.61,584653.0693,5596496.578,286616353.6,30623595.38,47247163.36,150305251.1,18537029.64,10503623.66,58152755.09,243290507.5,454757.1814,27067487.58,16082894.53,10946525.01,4494644.751,205781793.3,367656353.3,93293851.16,6826498.21,6492867.726,260561878,44172480.25,20423749.98,148322735.5,14261368.37,8909125.95,23608474.62,34560552.66,12350389.56,6940033.003,442143892.5,11629570.58,174612310.6,14365546.95,147248503.7,7744376.479,370128.1549,46652652.57,3371044.427,59434005.53,25580200.22,43775299.09,138656837.5,1090453447,17319633.47,7504175.322,2204254.729,134439037.7,73787227.77,22958876.08,23086168.96,3456584.955,173716.2436,71130562.82,9932564.919,110269055.7,6020045348,10402537.59,3196340.886,33440143.49,8014788.473,14356120.42,15286554.4,147021294.4,135959702.1,26434283.59,11190579.15,9369003.428,18015840.88,6019182.615,7905849.134,27097561.13,73979130.41,11880579.95,91094902.66,1152345014,69938333.27,27186132.34,15070897.37,29831563.43,128045421.9,49796859.56,17243648.38,2626325.573,155111769,122382111.2,34935047.07,40127018.44,4863663.077,212661656,89450889.5,1937257.581,4121537.727,67751299.66,646771.8588,46618812.26,2970113.304,8426210.366,108100595.8,4042672.877,287835719.9,194074249.4,1459753.261,8751983.489,5148933.69,14953482.26,3803364.531,32522367.1,59832046.67,18297145.49,3361354.79,32043743.05,28111855.82,11151799.16,41354216.2,13615188.68,29811458.38,31867755.49,5433205.367,1831213.155,30039352.8,63354454.99,27800736.69,20835068.18,5883569.724,14160470.69,34475743.8,36069266.64,2007537.017,3126832.441,83528643.5,7041474.155,23633741.42,58939881.69,4889875.633,100020171.5,7115811.908,27315353.05,17874679.44,44656408.76
Gene125,798900.9236,51987519.23,55760593.51,1742071.738,12217309.63,18347682,13334292.85,166875.0686,361939.2709,1940303.647,984299.8952,107094063.7,38771301.73,2754584.371,1063488.157,836863.6183,6034997.391,683326668.3,1782393.599,41195751.73,769007.2624,343302.6179,7717759.732,62003.70167,231496560.1,129308686.1,20660335.24,144427.0719,1695533.953,1614819.663,97935311.01,659266.2453,951168.4081,130731547.7,32764890.28,2025237.195,22015461.64,5162021.75,3588436.198,4820117.038,663627.104,444987.3225,1414351.056,16169531.46,470257.8381,6727243.312,5988038.752,450697548.9,641915.9076,1210494.566,365932.9005,3212099.413,722378.8478,5535548.035,14209853.05,5956333.883,1696434.193,58989513.6,614598.6935,38510854.27,3485298.531,36021704.67,1711115.876,2415170.662,16835033.12,363619.7728,4613419.697,4819507.622,1066657.952,8644966.806,31124844.41,119649310,956319.1238,2308561.8,3760854.643,496710.4981,25564559.39,30297276.85,1140498.077,1206751.136,640691640.6,1472530782,558054095.2,354678444.6,23323387.85,87474692.22,72233727.58,86753823.28,1119131088,87496597.91,123036053.2,17340887799,13360631.04,94571077.85,11868197.21,13418602.21,37560104,177638512.4,607098730.8,20096230.54,5014297598,360685295.1,7806003.988,40744879.7,461601898.3,168896012.3,1203359505,599225466.1,1882919537,987555884.6,45291274.66,315176384.5,2126095622,21792347.17,139475235.4,2693116781,292821410.1,66587225.67,25617812,98969568.8,102014894.9,1114698561,183640555.7,23338765.91,689280107,27665491.47,543263265.9,15542112.19,23649836.3,26852940.36,76974411.98,5125915134,249002391.9,9986816.266,282693537.5,2366998265,12724653646,120463927.8,54255672.88,11789757.08,3235247445,142223944.7,19106492.89,10174748.04,904486321.1,15440008.81,246106633.6,1396076269,365547766.4,58521154.07,12535296.75,155377247.6,1178383636,375294618.5,372419520.9,80650533.3,338524043.9,44199278.54,80405599.7,55160713.9,457455171,111859761.2,72647660.19,442098010,77358855.54,1506942843,53617621.06,30637167499,54219831.06,29853349.43,2346419039,939192581.8,25029405.17,56881096.14,134085339.6,113362583.5,41964996.89,7471717840,377544787.4,75083592.2,110334697.6,264678033.7,47270414.66,293292174.6,182522627.3,22454103.02,45709500,790551020.6,40044113.99,23106988.04,168880723.3,62533668.11
Gene126,2849230.428,749803.5117,17075291.01,15046491.96,5030805.88,96470827.67,181526263.5,12501172.7,8737417.105,18996731.51,423345998.9,963245.3411,254040186.5,3452185.544,4268782.084,552694.4473,3173229.459,991226.231,225709.3731,1798743.037,39085651.12,10086916.38,337899.9384,119887107.6,377423011.4,3577618.205,8229602.401,9368381.317,719022.9008,2725916.152,341841.9381,2722419.282,4715173.401,441346.5917,4806280.547,104647273.4,347262.2365,106763787.6,1535685.56,13162864.54,54318079.53,1511484.65,5808175.186,882673.6559,67258824.37,2908998.174,9499634.752,708360357.7,3849821.586,1110644280,180402479.2,3365456.368,1929829.253,10878878.65,3680017.973,84964426.35,21277013.26,12568648.95,57539606.44,137174915.3,6049546.799,133649.6814,148154554.7,8412281.373,12012663.39,30711981.06,7211264.166,279306699.3,62810.23218,2302261.755,476312.3473,911710.5435,12223183.99,1620502.984,21386119.85,9147376.151,22549843.23,97984113.35,681722.1602,83909.41721,1315872082,134858917.3,83352720.89,70363274.67,90346585.74,441219647,2024468682,33986251.11,130117675,91552430.08,965822003.7,1418169092,183175251.4,287297088.1,29687272.09,279588051.7,256431763.2,1586111652,1732476319,74928654.16,198925219.2,1675117044,117766563,1839214240,168703002.9,124058361.2,80426433.38,617986619.2,51495947.51,19162025.56,19377015.51,81218265.79,366166097.8,452964786,211550213.5,5390001753,347171278.7,4262220.347,6216414486,3080821828,534750369.9,2647466889,1462796314,749363613.9,7407132.531,39452688.21,1042523167,23959251.65,1411221038,18505379.53,24811341.97,488430501.4,12470170.14,3273174437,4196866506,5532214125,11263627.05,257333913.2,6223166671,1467948535,6012691227,39057550.32,334095371.6,129946032.9,24282153.96,1467768416,356231928.6,235337171,109526933.5,99976523.74,16856697773,65071229.22,462981187.1,10479515385,746174666,671729362.5,27314944256,653714691.5,50164318.1,1426698128,1646006856,66495538.29,795545121.5,1108011087,13139597.98,125982026.2,39634486.93,106740761.4,58261131.11,1950150595,92654369.57,428958992.4,3286177358,116149068.7,632374263.7,125291232.6,71377780.66,1091276145,32038961.44,4217349411,4372521372,244843675.8,119231779.8,2400742.1,214134608,12751846366,904293594.8,197367034.8,129123940.4,173220727.1,1171913009,1.39985E+11
Gene127,41979729.58,50537382.51,87170000.31,14648950,437099699.1,91144035.74,60766933.53,82871958.69,41333842.77,158187189.3,25114330.07,26946236.93,3872924.236,17071524.03,52533483.44,126780859.9,21397603.19,32756982.53,892856189.8,485097779.1,492715736.1,55523061.52,124021242.7,282806488.2,1178840054,50116588.73,89675652.15,73073189.22,64429870.88,1702860360,19493402.33,10567486.13,304715415.6,88711015.56,123666774.1,176703070,36071207.06,90542779.99,38586614.58,34411995.5,25002016.49,158250089.8,3430669.006,104714256.8,27324632.69,176960536.8,25955068.89,23941075.72,591053525.1,8207222.838,1257610954,89191986.26,126121833.1,37495410.5,8069840.393,53405244.12,14801379.5,639249658.7,100937514,173938801.6,44685513.39,18408877.41,6294122.224,50458026.48,177475565.2,128804562.5,132371609.8,279660429.3,3852230.332,76399128.29,30215275.24,11797919.78,119285912.3,501023623.7,214234314.4,126854423.9,1623768428,145978471.6,337707370.4,103114648.9,9278459.058,159309.5046,1255129.946,1048602.348,26416005.23,263110.8729,363734.7556,10020577.33,595770.5667,1395427.226,759193.3492,1942492.678,10062266.4,2469662.283,4190572.938,233353.9446,2902606.91,911416.3996,931514.6195,109950.5225,106959.3952,176622.8039,991077.2031,1339664.046,256452.7374,165822.4445,747816.9951,10918681.88,811230.2598,8866147.397,3709067.12,500036.5906,592830.2876,3726980.714,560336.3492,550813.6485,476298.5618,1633526.011,5097874.383,130882.7476,2260384.78,30199195.23,392361.9678,928182.7044,214357.0372,775989.7581,7592720.696,1236543.345,1311476.734,2652955.256,83216.28406,342261.9117,11482668.58,1737872.097,1112226.579,1864932.922,1736464.918,10579754.81,4745510.455,1837743.667,329529.1365,7711261.316,400795.4072,1364489.702,14003075.11,773978.4718,306773.2718,436630.6627,14350153.76,96549.40619,11217818.36,675221.5543,2984074.16,483678.5258,21993954.37,4199715.195,252418.0185,3737881.851,706336.0869,425575.1869,3240633.803,687444.5443,37787.10032,3165558.708,16329458.8,399487.2898,6091018.686,3758200.513,617007.3358,1707600.771,1324193.832,4376959.134,38016993.78,487781.9952,2302562.211,103694.2502,155269.5467,93932.7316,2875829.599,1012327.507,3166066.635,1619952.476,794056.9884,2916449.994,1963685.002,169563.7914,1854786.481,888341.845,2781348.68,1499805.649,476427.553,1722029.985
Gene128,88053727,156936072.2,164465791.7,91899849.76,43149817.97,6874320.219,69243007.09,36162285.1,347404858.3,23500698.89,63488149.77,148817184.1,8265276.02,449134174.4,14984646.95,107797610.1,72107045.01,310474871.6,234349588.3,528365421.1,25049896.73,90261760.14,91924084.93,53698878.01,377478902.6,68734039.36,56073075.45,5439775.284,405447688,291338913.2,66554051.09,180649197.5,2672921460,8245146.707,7633836.056,26899256.26,200201255.9,23747676.35,41527678.77,57665772.87,54968844.77,98625687.34,20692096.62,12515976.21,14556923.56,99717477.81,30282584.47,5989849.717,46437294.35,28974085.21,11949490.57,2171965.783,37346512.53,30211936.88,183108696.8,171572746.2,107704620.4,33889834.85,79401422.02,16901991.71,41539518.63,252350801.4,57804332.74,107067278.3,33217733.39,110661067.3,182618933.2,315166124.3,18011629.94,148858079.3,6044423.102,99519047.33,24265321.75,66065603.95,44558471.35,498330886.9,32197763.18,24733525.9,80533970.87,18434061.6,378848.8168,3816149.218,2282629.051,2824109.726,139390.0238,1744592.172,1409877.404,822559.2547,2351421.019,266290.5571,1050285.97,705755.4162,17248957.74,305640.507,197684310.1,11773958.09,4898674.803,42214244.82,529350.0281,17330738.71,367861.8019,507290.6402,14650406.84,168342.5887,3491766.186,8477175.198,1567178.195,216861.6881,1995854.31,246314.8241,3598786.599,13495824.86,1179548.383,652584.1745,275369.8217,6728545.444,261288.2921,998210.7106,9559900.136,1713002.691,1456731.47,1045854.754,153758.3989,57708.86391,482529.8691,675856.3799,275278.9849,4096097.824,339857.025,27365.53059,353929.0463,398474.9778,5328611.418,2945275.001,559725.0205,1260730.324,1328762.244,3363146.196,1618487.85,1629603.558,7828078.57,4231360.418,3158783.904,1499485.939,500944.7191,146995.6716,589303.3805,13935326.39,1001509.461,504118.5597,2406286.631,11825955.93,392691.9736,3220794.707,5619804.792,423793.1022,681170.8057,1568937.375,76248.3548,1619905.957,2280406.708,172983.6004,71345.79498,3225331.047,3490014.906,781466.9814,3831932.86,3507259.234,1543927.353,105891.5979,186466.7787,323220.6237,3983476.961,2020109.691,6072913.302,26865890.02,17403996.21,722520.6076,750246.7794,7126787.078,5475933.643,3208869.325,4081946.927,3341030.065,1024047.587,4745348.869,10768165.85,731731.5194,4355276.526,6111368.719,1663106.87,86913.51043
Gene129,1297416.766,3679812.457,3843940.346,312276.4975,118308.9444,968995.957,2326368.4,4017956.558,291421.1243,1517589.1,1459510.434,765073.0127,2290067.056,5876663.346,694338.7101,2457119.018,2097737.449,1069160.258,3104515.689,1160082.937,2622925.957,1369622.951,1072624.797,1821148.696,2543069.942,1093936.872,1207422.02,574153.7397,493280.7548,1603786.842,6322370.096,831321.8353,2880206.751,1361042.688,16516703.57,1545239.901,649951.8933,523283.0751,1561400.955,332422.8662,3384479.82,299463.191,7105170.284,273280.6053,630654.5678,478729.9391,838654.8281,392855.2691,5010231.582,233089.1361,662076.061,2637225.742,521588.6824,458932.3783,1081152.595,521225.4519,858956.5953,369772.3683,623412.9127,1178889.583,749136.0896,1413063.998,1926869.389,1819184.905,3070691.395,2827932.012,2846196.342,9130947.955,284493.7114,752907.0858,6153136.062,341144.9539,1257173.956,5864665.132,400459.0799,796284.2761,1114524.357,1158538.834,842638.2284,899333.1395,84200.6799,6619.390432,30894.25056,10407.2486,6343.049534,45468.05834,55400.41747,22648.4052,12585.12151,3991.974572,12014.49781,2671.424786,11213.22608,56869.01059,138046.9284,101292.3943,41380.5612,14050.17948,25420.83475,156953.9443,7897.068918,3356.527819,11416.07487,47937.93865,17838.21471,27474.84787,184679.2052,18750.58904,25714.98468,24641.52812,4494.573614,15657.29723,71767.57986,8970.131896,72196.07939,34766.28209,3769.298835,22009.41184,10966.27593,13245.80514,16863.11879,23384.50224,81083.64826,7205.039839,49849.80129,6632.88867,15703.93595,5659.546929,22387.57092,19549.21285,16001.58036,30122.08896,12730.38222,84881.84089,10322.19604,9410.29038,36807.59194,46063.53665,13670.48232,8855.653803,6681.334968,25548.73551,31166.28781,4564.493963,60051.40288,26966.59033,11723.21631,10365.5638,25896.22571,23259.77917,4921.285882,34458.79413,102691.5118,4806.959583,2958.449371,28735.16523,63984.30223,9641.28267,58969.53466,31427.62784,23828.22625,43423.5306,20536.6785,10941.49945,26710.43811,38948.54154,24536.60719,8515.717213,21423.59284,16955.86508,33743.04423,20553.45624,12839.02954,5117.315741,15791.42227,98023.87325,1432.545367,31554.17952,22099.07892,12831.99409,27394.89071,2940.088316,11248.22839,49476.4642,50848.87319,6190.822063,60151.63287,68964.08302,4761.520594,70334.96644,35505.83797,28692.82072
Gene130,12011932.48,5064200.845,107414869.4,1614651.915,2190787.523,11805080.26,18598265.26,3485848.635,2259955.929,4104582.985,83574394.09,9373174.774,130767358.7,99451956.52,5435737.564,2465956.31,1333847.005,194724234.4,23985757.13,50496361.87,6474117.202,46105191.79,5647920.388,21675624.61,151344.7307,44341366.38,771757.0034,6135452.98,898774.0691,164550.6362,967169.4224,9563609.465,1472265.46,22763759.79,26664499.96,88712602.58,57572191.35,26997309.46,3108733.993,23434877.26,291597079.3,32144954.66,6580012.513,35127.9202,52927645.44,769994.9826,65756272.44,130346049.7,2649550.808,3864884.63,1566858.552,982566.6459,3837367.582,231844.7296,995364.4874,5541676.01,2031252.342,573511.258,2111437.987,4849105.359,7203961.411,187463.8842,77070.84643,790188.3539,11769567.42,64556753.3,6284836.096,7554189.192,1413134.594,1136684.833,4410469.816,2898904.047,6614525.183,2194157.177,46524670.51,6965516.292,1578500.392,861511.6288,11261527.21,69856403.76,162329060.5,1702876358,56018447979,1364982319,2284403.337,60725108.43,157083426,608367068.5,435837610.2,1796229672,2759927.324,132913483.8,1648973690,846491417.6,6484359855,1739460716,2008068392,515495748.6,31355207.79,54734018.71,239940922.2,2152266580,54928223.09,156648116.4,4296705.256,3788847072,818358058.3,27310770890,35896061.92,3385543959,235918423.2,69001866.23,5503258521,220130697.1,889852722.1,5605150852,9275929123,11645648009,194345012.2,378076620.8,1858632738,71967473.45,2013428391,80309354.55,4993775903,447833446.5,841339366.2,30995748448,992763980.5,151826338.4,3023308668,148185974.2,847745268.6,579008131.9,1202039388,404346219,81971066.35,51507568.47,316151016.4,368412045.3,29981858.56,413745367.2,487017238.3,3484778625,754502838.6,29112899.56,89967923.1,58166422.68,89538858.03,716314185.6,1994386842,10976632615,1720260645,1411906553,6365377483,47116150.83,3507409810,196851934.4,2022936948,82067497.92,2807035096,1445675763,3468335749,759345446.4,1719144276,13913934.28,85674946706,32508259730,81604835.16,481327746.1,1697460742,1298938221,452871636.5,7772370509,1594803502,74121624.39,167310959.4,374109686.1,16612285.14,11875406538,1910008952,598003573.3,3776285612,99220361.46,100751982.6,1649073370,45714169770,1064142758,1531408649,34370326.41,18056075.73,992493399.7
Gene131,5952755055,4402488044,4251893397,2187439333,1599047681,208629766.4,3848834558,7449143938,6762391253,401828451.7,333084992.7,3943882257,4472654540,16013493378,919930592,230063458.8,32935827984,7759419397,457329373.7,39489482082,4048024064,71180683928,2320794597,2107313644,9632447162,28865397401,1805852928,15110013390,26632496933,3767689566,12269082304,12358684766,15012791481,22151334001,5696748645,5434299628,6565335292,7705454313,367380374.1,13880444907,35061690949,1851402535,4829443528,4752340508,3244614513,9276122849,2043248150,4231518057,3878600586,16849477356,2802010799,476581753.2,2069385400,5854084102,2897488246,25878817001,3928197594,9571654849,30429011501,41246089499,29411837210,3575156516,1022190419,666137017.7,9368474029,1599231189,5666499537,4658564653,28696963790,2487667697,1.17627E+11,3378790909,1438621927,2394523246,3257129854,9742975214,47446470401,58448222678,18764602478,573998836.8,98475429.79,1152562101,156544644.5,75113317.4,154853278.1,2740190.151,1380971387,22537277.63,39967404.87,677915339.7,235839557,45325586.1,296269820.9,764908018.9,79142693.96,30009475.46,16510755.28,132618197.6,5103113.828,87962625.43,38340829281,825733908.4,24798922.69,690474776,22370647.05,19648343.36,18076495.81,45671203.41,115291599.4,96335441.03,37184330.01,443860092.8,100161728.1,188289616,313869156.4,94621735.64,4612836.19,105960165.4,10331678.45,120126103.4,3730499.592,1803878986,58941712.29,20141278.03,8593823.234,347747422.4,4854078.29,10255860.72,7574302.657,476191815.6,319085499,47178040.33,3470481.151,363343189.2,10099226.45,28738246.53,17907433.86,194780363.3,59645094.25,31967752.84,89559524.92,57199843.36,1069262.551,282970264.2,34985506.08,269180736.7,22892641.49,30498875.75,1182171745,106979608.1,163924550.1,81313770.07,38643931.99,103631882.6,5237719293,215859375.6,18978077.67,5561091.439,351174548,69159500.06,18861868.73,312491431.2,45013004.46,26610617.86,257057899.8,28750638.68,133405657.7,88385185.46,8212765.807,81780367.51,99667916.29,2861278.822,14714180.65,4980128.681,83868989.12,10084518.61,90351632.08,8911897.387,2716256.928,23570031.99,79942517.49,32229663.04,6725596956,416521114.8,109116078.1,36517387.53,41064187.7,23520299.63,362944330.6,68166907.66,5805486.703,1792613034
Gene132,6719334771,381102443.6,21724666246,16149920299,19637498375,287259362,23935628043,9948941314,1462484896,1.57022E+12,4914313002,48705529601,1862560100,2575011092,8354663966,20807785665,1394612796,5962841382,11508542048,25437116148,7549701667,1934753691,66644693826,10676594800,4632495825,15533452935,5277235282,23281645643,4.74257E+11,1568991311,15448403088,7262034140,2966914770,80647102219,91997112359,73274656206,269022804.7,2413695623,10325664025,5657862062,20049626760,13711595083,365027305.4,10746417934,1215911466,696198391.3,33454361033,1881184701,26462681633,4.4573E+11,96807545.93,17194254812,1.99885E+11,3.4092E+11,9130857852,1.72841E+11,1235678037,1279587393,1298078047,46079393813,3.04644E+11,4838345552,45722682682,2348126447,17655382560,13783476137,9749956378,7862048625,36611509486,1.52571E+11,80849995412,5187218963,75257088869,10528348326,1735663069,885139371.9,9176089584,1.22767E+11,1846021776,2548655417,82379312.06,45184715.37,250098477.4,307696936.3,120281762.7,2426976.603,162358687.4,453499008.8,68310022.15,138896906.7,18649075.62,665827517.1,1551522485,577584479.6,161685712.6,347960638.9,7557668657,145096327.5,30397159.63,57178718.27,589068276.3,155823788.3,235638095.6,276603304.6,1318290575,1269199723,59712712135,86625123.57,705050543.1,237927697.4,12242931745,3739791.351,490837203.1,411768322.4,278986277.6,22122567.22,3989479050,1645710161,6791340.215,82984987.97,2718982556,125874824.2,822262552.5,589345220.3,1807499363,1301108800,63175206.61,3987671212,127125417.1,996582144.8,10663833.99,9232885.81,266689237.5,794999798.5,3730467738,299572679.9,1095277339,358314098.2,338976594.1,502750029.9,2334827.393,122705541.7,549820514.1,1837008176,82469706.45,10383485717,1190174158,57358128.77,2538759.974,197148798.7,361390717.1,1492959877,10658343.88,85070281.74,2051414066,97308077.84,72116666.24,4005818479,61778052.52,22208391.91,61160943.03,40597973557,222951132.7,88533405.79,100121647.6,21764779.21,2242192780,367398463.9,4636923.704,333423248.6,510577780.7,832138738.7,210350418.8,22185234.36,90135103.04,10640657.74,158858517.1,9403884.944,134711886.7,84282787.76,90423982.46,617787969.5,373330827.2,88113546.77,13790231.23,1013038236,2640705.614,579202422.5,55144815.98,22133128988,37040515.26,125237925.9
Gene133,124390643.7,2038313657,1087829943,602161459,58713884.86,692384466.9,2594995779,3655136071,249688528.1,5309954390,12900049.45,276630852.2,167888203.6,1670141022,3006514415,625204580.3,409447245.2,5491512036,107427758.4,207850126.7,5138561135,160559814.5,895683160.5,18483482.86,441290563.8,335630952.3,711092072.6,303559029.6,219403212,31743439.88,170511047.8,1826353119,2771618086,1741926733,19788631.76,2152060189,250811400.9,1743850824,614841177,2326017752,38856364901,338508269.6,140956406.6,159220399.6,184940490.3,51503911.96,57258615.54,867720518.4,146447964.8,25808772.32,1716748655,244237109.9,131128691.3,256014869.7,901509234.7,4016834979,181712394.1,423819539.3,583497856.9,2307059903,6542394.632,3885030710,239828919.9,105453900.3,60264235.56,115673701.9,163486570.2,764648608.8,1604416528,139752253.7,256425475.7,182861938,171637621.3,1745324905,1563257930,2782577602,1371795539,172629548.7,24053016.58,60107119.56,2670925.532,16071383.33,1511480.836,51465801.51,18941917.22,207783072.6,40648784.53,5610154.497,46695497.85,18737325.09,160756216.3,99381847.64,50904660.56,42705958.45,19029092.97,62164925.18,59871500.45,3847883.717,65850715.56,6383704.896,811187.7012,60893436.39,11944260.24,1783276.682,22575810.61,1593370.171,1828097.177,79119650.67,14921527.67,305958.1312,14178523.86,2936414.378,16951859.75,44406374.41,26828017.3,8357474.44,109842216,5343728.884,4530351.025,1683199.425,2008773.017,707666.1611,41599825.52,23188124.33,28665403.15,3690904.534,19881069.55,21189535.08,24877786.02,12155815.38,3630814.62,22009271.56,13531338.05,44529781.73,206406724.6,5912147.777,6769864.189,6936401.17,29176779.41,4126692.446,930544.1284,39799938.77,406364.3309,67685790.68,2969664.767,14658019.4,815173.3507,7479651.832,10506319.18,2004767.013,13535495.82,195559472.2,8765795.123,80958634.5,4743389.254,45330937.23,18851120.28,4155483.937,241235033.6,2232236.703,60174915.58,16565287.39,138425.8632,6657271.484,1300933.988,75468260,20215323.55,1366644.35,4654403.287,19157170.68,8609375.005,8585646.884,25372528.81,11307751.99,2189948.387,10207850.29,2066429.251,85103071.77,4934996.372,4404005.229,43430268.21,30045851.11,59324526.98,598005.0123,75563812.56,1965910.726,22917945.2,2393558.12,2105200.088,8284794.382,1986244.101,22859341.05
